BPE: kaniŋ | Linguist: kaniŋ
BPE: ikhiŋ | Linguist: ikhiŋ
BPE: ikhiŋ | Linguist: ikhiŋ
BPE: nna | Linguist: nna
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: pyak | Linguist: pyak
BPE: ikhiŋ | Linguist: ikhiŋ
BPE: ikhiŋ | Linguist: ikhiŋ
BPE: kheʔ ma | Linguist: kheʔ ma
BPE: ka | Linguist: ka
BPE: kaniŋ | Linguist: kaniŋ
BPE: loʔa | Linguist: loʔa
BPE: u ppa | Linguist: u ppa
BPE: siŋ ga | Linguist: siŋ ga
BPE: yaŋ ci | Linguist: yaŋ ci
BPE: pyak | Linguist: pyak
BPE: yaŋ | Linguist: yaŋ
BPE: ka | Linguist: ka
BPE: cuwa | Linguist: cuwa
BPE: to ha | Linguist: to ha
BPE: cuwa | Linguist: cuwa
BPE: ghak | Linguist: ghak
BPE: kha go | Linguist: kha go
BPE: yapmi | Linguist: yapmi
BPE: ŋkha | Linguist: ŋkha
BPE: ŋkha | Linguist: ŋkha
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: yapmi | Linguist: yapmi
BPE: yapmi | Linguist: yapmi
BPE: kha | Linguist: kha
BPE: sum baŋ | Linguist: sum baŋ
BPE: ceʔya | Linguist: ceʔya
BPE: ka | Linguist: ka
BPE: maŋcwa be | Linguist: maŋcwa be
BPE: ka | Linguist: ka
BPE: nda | Linguist: nda
BPE: na | Linguist: na
BPE: paŋ | Linguist: paŋ
BPE: om | Linguist: om
BPE: na | Linguist: na
BPE: paŋ | Linguist: paŋ
BPE: ka go | Linguist: ka go
BPE: maŋcwa ca | Linguist: maŋcwa ca
BPE: ka | Linguist: ka
BPE: uŋci ga | Linguist: uŋci ga
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ka | Linguist: ka
BPE: khaʔla | Linguist: khaʔla
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: ceʔya | Linguist: ceʔya
BPE: phu na | Linguist: phu na
BPE: ceʔya | Linguist: ceʔya
BPE: miyaŋ | Linguist: miyaŋ
BPE: wandik ŋa | Linguist: wandik ŋa
BPE: isa ga | Linguist: isa ga
BPE: m ba | Linguist: m ba
BPE: ʈebul ga | Linguist: ʈebul ga
BPE: siŋ ga | Linguist: siŋ ga
BPE: caleppa | Linguist: caleppa
BPE: cuwa | Linguist: cuwa
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko | Linguist: eko
BPE: eko | Linguist: eko
BPE: phopciba ca | Linguist: phopciba ca
BPE: ka | Linguist: ka
BPE: ka be | Linguist: ka be
BPE: ŋga be | Linguist: ŋga be
BPE: yaŋ | Linguist: yaŋ
BPE: yaŋ | Linguist: yaŋ
BPE: na | Linguist: na
BPE: sal be | Linguist: sal be
BPE: maŋcwa be | Linguist: maŋcwa be
BPE: kheʔ ma | Linguist: kheʔ ma
BPE: kheʔ ma hoŋ | Linguist: kheʔ ma hoŋ
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: nna | Linguist: nna
BPE: i | Linguist: i
BPE: u ma | Linguist: u ma
BPE: ta meʔ ma | Linguist: ta meʔ ma
BPE: kaniŋ | Linguist: kaniŋ
BPE: mamu | Linguist: mamu
BPE: ceʔya | Linguist: ceʔya
BPE: kaniŋ | Linguist: kaniŋ
BPE: haku | Linguist: haku
BPE: mina | Linguist: mina
BPE: nhaŋ | Linguist: nhaŋ
BPE: puŋda be | Linguist: puŋda be
BPE: ka nuŋ | Linguist: ka nuŋ
BPE: kheʔ ma na | Linguist: kheʔ ma na
BPE: ka nuŋ | Linguist: ka nuŋ
BPE: u ppa nuŋ go | Linguist: u ppa nuŋ go
BPE: limbu ci ga nuŋ | Linguist: limbu ci ga nuŋ
BPE: toŋ di me ppa | Linguist: toŋ di me ppa
BPE: ŋkha | Linguist: ŋkha
BPE: limbu ci | Linguist: limbu ci
BPE: yo khaʔla | Linguist: yo khaʔla
BPE: mo | Linguist: mo
BPE: nna khaʔla | Linguist: nna khaʔla
BPE: mamu | Linguist: mamu
BPE: i | Linguist: i
BPE: cok ma ʔlo | Linguist: cok ma ʔlo
BPE: mi | Linguist: mi
BPE: wandik nhaŋto | Linguist: wandik nhaŋto
BPE: nna nhaŋto | Linguist: nna nhaŋto
BPE: nhaŋto | Linguist: nhaŋto
BPE: nhaŋto | Linguist: nhaŋto
BPE: u ma | Linguist: u ma
BPE: nda | Linguist: nda
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: heko ha | Linguist: heko ha
BPE: miyaŋ | Linguist: miyaŋ
BPE: ghak | Linguist: ghak
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: loʔa | Linguist: loʔa
BPE: kaniŋ | Linguist: kaniŋ
BPE: ka i wa niŋa | Linguist: ka i wa niŋa
BPE: eko | Linguist: eko
BPE: loʔa | Linguist: loʔa
BPE: ka | Linguist: ka
BPE: loʔa | Linguist: loʔa
BPE: om | Linguist: om
BPE: i ŋa | Linguist: i ŋa
BPE: cama | Linguist: cama
BPE: cok ma | Linguist: cok ma
BPE: ka | Linguist: ka
BPE: ceʔya | Linguist: ceʔya
BPE: kha | Linguist: kha
BPE: ghak | Linguist: ghak
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: cuwa | Linguist: cuwa
BPE: ta ya | Linguist: ta ya
BPE: uŋci | Linguist: uŋci
BPE: mi | Linguist: mi
BPE: huŋ ca saŋ | Linguist: huŋ ca saŋ
BPE: eko | Linguist: eko
BPE: eko | Linguist: eko
BPE: na | Linguist: na
BPE: ŋkha | Linguist: ŋkha
BPE: ŋkha | Linguist: ŋkha
BPE: ghak | Linguist: ghak
BPE: kaniŋ | Linguist: kaniŋ
BPE: ghak | Linguist: ghak
BPE: uŋci | Linguist: uŋci
BPE: kaniŋ | Linguist: kaniŋ
BPE: ka | Linguist: ka
BPE: tum na | Linguist: tum na
BPE: yapmi | Linguist: yapmi
BPE: khaʔla | Linguist: khaʔla
BPE: caleppa | Linguist: caleppa
BPE: ni ya ha | Linguist: ni ya ha
BPE: khi | Linguist: khi
BPE: ceʔya | Linguist: ceʔya
BPE: khi | Linguist: khi
BPE: phu ha nuŋ | Linguist: phu ha nuŋ
BPE: caleppa | Linguist: caleppa
BPE: cuwa | Linguist: cuwa
BPE: uŋci ŋa | Linguist: uŋci ŋa
BPE: khi ma ha | Linguist: khi ma ha
BPE: tu ma ha | Linguist: tu ma ha
BPE: ceʔya | Linguist: ceʔya
BPE: eko | Linguist: eko
BPE: na | Linguist: na
BPE: eko | Linguist: eko
BPE: luŋkhwak chen | Linguist: luŋkhwak chen
BPE: na | Linguist: na
BPE: caleppa | Linguist: caleppa
BPE: caleppa | Linguist: caleppa
BPE: ŋkha | Linguist: ŋkha
BPE: kha | Linguist: kha
BPE: ghak | Linguist: ghak
BPE: nna | Linguist: nna
BPE: ma na | Linguist: ma na
BPE: ak ka go | Linguist: ak ka go
BPE: ghak | Linguist: ghak
BPE: na go | Linguist: na go
BPE: aniŋ ga le | Linguist: aniŋ ga le
BPE: kham | Linguist: kham
BPE: nhe | Linguist: nhe
BPE: wa ma | Linguist: wa ma
BPE: haŋ ha | Linguist: haŋ ha
BPE: nna | Linguist: nna
BPE: caleppa | Linguist: caleppa
BPE: kha | Linguist: kha
BPE: cuwa | Linguist: cuwa
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ka | Linguist: ka
BPE: nda | Linguist: nda
BPE: tokhaʔla | Linguist: tokhaʔla
BPE: su ha | Linguist: su ha
BPE: cuwa | Linguist: cuwa
BPE: nna | Linguist: nna
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: paŋ | Linguist: paŋ
BPE: yuŋ ma niŋ | Linguist: yuŋ ma niŋ
BPE: ucun | Linguist: ucun
BPE: nhaŋ go | Linguist: nhaŋ go
BPE: kaniŋ | Linguist: kaniŋ
BPE: om | Linguist: om
BPE: uŋci be ca | Linguist: uŋci be ca
BPE: pyak | Linguist: pyak
BPE: ikhiŋ | Linguist: ikhiŋ
BPE: miyaŋ | Linguist: miyaŋ
BPE: mam ha | Linguist: mam ha
BPE: n sa ba | Linguist: n sa ba
BPE: loʔa | Linguist: loʔa
BPE: loʔa | Linguist: loʔa
BPE: na | Linguist: na
BPE: loʔa | Linguist: loʔa
BPE: nna ca | Linguist: nna ca
BPE: loʔa | Linguist: loʔa
BPE: u ma | Linguist: u ma
BPE: sa na i | Linguist: sa na i
BPE: kha go | Linguist: kha go
BPE: yapmi | Linguist: yapmi
BPE: ŋkha ci go | Linguist: ŋkha ci go
BPE: loʔa | Linguist: loʔa
BPE: heko ha ci ga | Linguist: heko ha ci ga
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: ka | Linguist: ka
BPE: uŋ | Linguist: uŋ
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: tum ŋa na | Linguist: tum ŋa na
BPE: ka | Linguist: ka
BPE: nda | Linguist: nda
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: ghak | Linguist: ghak
BPE: tum na | Linguist: tum na
BPE: paŋ | Linguist: paŋ
BPE: li nuŋ ca | Linguist: li nuŋ ca
BPE: li na | Linguist: li na
BPE: babu | Linguist: babu
BPE: na | Linguist: na
BPE: nniŋ ga | Linguist: nniŋ ga
BPE: ikhiŋ | Linguist: ikhiŋ
BPE: a phok | Linguist: a phok
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: ka | Linguist: ka
BPE: uŋci ga | Linguist: uŋci ga
BPE: to | Linguist: to
BPE: paŋ | Linguist: paŋ
BPE: nhaŋ | Linguist: nhaŋ
BPE: eko | Linguist: eko
BPE: pi ŋ | Linguist: pi ŋ
BPE: nhaŋ | Linguist: nhaŋ
BPE: eko bu | Linguist: eko bu
BPE: mo na | Linguist: mo na
BPE: me wa m ha bu | Linguist: me wa m ha bu
BPE: mamu nuŋ | Linguist: mamu nuŋ
BPE: yo na | Linguist: yo na
BPE: mamu ca | Linguist: mamu ca
BPE: khaʔla | Linguist: khaʔla
BPE: mo na | Linguist: mo na
BPE: ka ma | Linguist: ka ma
BPE: mo ha | Linguist: mo ha
BPE: to ha | Linguist: to ha
BPE: khe na | Linguist: khe na
BPE: paŋ | Linguist: paŋ
BPE: yo na le | Linguist: yo na le
BPE: yo | Linguist: yo
BPE: na | Linguist: na
BPE: mo na | Linguist: mo na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: mo na | Linguist: mo na
BPE: na | Linguist: na
BPE: ghak | Linguist: ghak
BPE: ak ka i | Linguist: ak ka i
BPE: haku | Linguist: haku
BPE: nhe | Linguist: nhe
BPE: haku | Linguist: haku
BPE: s wa | Linguist: s wa
BPE: eko | Linguist: eko
BPE: ŋkha nuŋ | Linguist: ŋkha nuŋ
BPE: nhe | Linguist: nhe
BPE: u hi | Linguist: u hi
BPE: khaʔla | Linguist: khaʔla
BPE: yuŋ ma hoŋ | Linguist: yuŋ ma hoŋ
BPE: ka go | Linguist: ka go
BPE: bhoŋ | Linguist: bhoŋ
BPE: ka | Linguist: ka
BPE: bhoŋ | Linguist: bhoŋ
BPE: eko | Linguist: eko
BPE: mamu | Linguist: mamu
BPE: we ppa ʔlo | Linguist: we ppa ʔlo
BPE: honna | Linguist: honna
BPE: sem khuba | Linguist: sem khuba
BPE: babu | Linguist: babu
BPE: i ʔlo | Linguist: i ʔlo
BPE: nna | Linguist: nna
BPE: mo | Linguist: mo
BPE: limbu ci ca | Linguist: limbu ci ca
BPE: kham | Linguist: kham
BPE: miyaŋ | Linguist: miyaŋ
BPE: cok se | Linguist: cok se
BPE: miyaŋ | Linguist: miyaŋ
BPE: haku | Linguist: haku
BPE: sa | Linguist: sa
BPE: na | Linguist: na
BPE: heko ha | Linguist: heko ha
BPE: haku | Linguist: haku
BPE: nda | Linguist: nda
BPE: nhe | Linguist: nhe
BPE: uŋ ma | Linguist: uŋ ma
BPE: ʈebul ga | Linguist: ʈebul ga
BPE: ʈebul ga | Linguist: ʈebul ga
BPE: tokhaʔla | Linguist: tokhaʔla
BPE: ʈebul ga | Linguist: ʈebul ga
BPE: eko | Linguist: eko
BPE: to | Linguist: to
BPE: yo | Linguist: yo
BPE: na | Linguist: na
BPE: eko ŋa go | Linguist: eko ŋa go
BPE: nna | Linguist: nna
BPE: om | Linguist: om
BPE: chimd u na | Linguist: chimd u na
BPE: ikhiŋ | Linguist: ikhiŋ
BPE: chimd a ŋ | Linguist: chimd a ŋ
BPE: uŋ khuba | Linguist: uŋ khuba
BPE: yapmi | Linguist: yapmi
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: kho het u | Linguist: kho het u
BPE: sum baŋ | Linguist: sum baŋ
BPE: limbu ci | Linguist: limbu ci
BPE: nhaŋ | Linguist: nhaŋ
BPE: wandik ŋa | Linguist: wandik ŋa
BPE: nhaŋto | Linguist: nhaŋto
BPE: tokhaʔla | Linguist: tokhaʔla
BPE: ceʔya | Linguist: ceʔya
BPE: pi meʔ ka na | Linguist: pi meʔ ka na
BPE: a ppa | Linguist: a ppa
BPE: wa ya niŋa | Linguist: wa ya niŋa
BPE: kaniŋ | Linguist: kaniŋ
BPE: bhoŋ | Linguist: bhoŋ
BPE: heʔne | Linguist: heʔne
BPE: u mik | Linguist: u mik
BPE: haku | Linguist: haku
BPE: nda | Linguist: nda
BPE: nhe | Linguist: nhe
BPE: uŋ ma | Linguist: uŋ ma
BPE: nna | Linguist: nna
BPE: caleppa | Linguist: caleppa
BPE: pyak | Linguist: pyak
BPE: u sa | Linguist: u sa
BPE: sem saŋ | Linguist: sem saŋ
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: nda | Linguist: nda
BPE: ca saŋ | Linguist: ca saŋ
BPE: pu saŋ | Linguist: pu saŋ
BPE: iŋ nhaŋ saŋ | Linguist: iŋ nhaŋ saŋ
BPE: ik saŋ | Linguist: ik saŋ
BPE: ka | Linguist: ka
BPE: nda | Linguist: nda
BPE: heʔne | Linguist: heʔne
BPE: khe i | Linguist: khe i
BPE: khe ci ŋ | Linguist: khe ci ŋ
BPE: uŋ u m | Linguist: uŋ u m
BPE: haku | Linguist: haku
BPE: bhoŋ | Linguist: bhoŋ
BPE: nhe | Linguist: nhe
BPE: ucun | Linguist: ucun
BPE: leŋ ni | Linguist: leŋ ni
BPE: ta ma | Linguist: ta ma
BPE: piʔ ma | Linguist: piʔ ma
BPE: leŋ ni ba | Linguist: leŋ ni ba
BPE: leŋ ni ba | Linguist: leŋ ni ba
BPE: ka ka | Linguist: ka ka
BPE: khaʔla | Linguist: khaʔla
BPE: nda | Linguist: nda
BPE: isa ga | Linguist: isa ga
BPE: ka ca | Linguist: ka ca
BPE: ŋan | Linguist: ŋan
BPE: uŋci go | Linguist: uŋci go
BPE: miyaŋ | Linguist: miyaŋ
BPE: mam ha | Linguist: mam ha
BPE: n sa | Linguist: n sa
BPE: uŋ | Linguist: uŋ
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: pyak | Linguist: pyak
BPE: ka | Linguist: ka
BPE: kaniŋ | Linguist: kaniŋ
BPE: nna | Linguist: nna
BPE: nniŋ ga | Linguist: nniŋ ga
BPE: mamu | Linguist: mamu
BPE: nda | Linguist: nda
BPE: ka | Linguist: ka
BPE: eko | Linguist: eko
BPE: paŋ | Linguist: paŋ
BPE: uŋci nuŋ | Linguist: uŋci nuŋ
BPE: pyak | Linguist: pyak
BPE: yaŋ | Linguist: yaŋ
BPE: kaniŋ | Linguist: kaniŋ
BPE: wa i | Linguist: wa i
BPE: ka | Linguist: ka
BPE: cama | Linguist: cama
BPE: lak ma | Linguist: lak ma
BPE: lak saŋ | Linguist: lak saŋ
BPE: ucun | Linguist: ucun
BPE: a phok | Linguist: a phok
BPE: tuk nuŋ ga | Linguist: tuk nuŋ ga
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: a niŋ | Linguist: a niŋ
BPE: u ppa | Linguist: u ppa
BPE: a ya | Linguist: a ya
BPE: nda | Linguist: nda
BPE: nda | Linguist: nda
BPE: ka | Linguist: ka
BPE: a phok | Linguist: a phok
BPE: phopciba nuŋ | Linguist: phopciba nuŋ
BPE: ka | Linguist: ka
BPE: pyak | Linguist: pyak
BPE: ka | Linguist: ka
BPE: pyak | Linguist: pyak
BPE: cok khuba | Linguist: cok khuba
BPE: saŋ | Linguist: saŋ
BPE: i | Linguist: i
BPE: ceʔya | Linguist: ceʔya
BPE: om | Linguist: om
BPE: yo | Linguist: yo
BPE: ka | Linguist: ka
BPE: ok se | Linguist: ok se
BPE: kaniŋ | Linguist: kaniŋ
BPE: nna | Linguist: nna
BPE: ta ma | Linguist: ta ma
BPE: sa ya | Linguist: sa ya
BPE: kaniŋ | Linguist: kaniŋ
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: pho ya | Linguist: pho ya
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: kaniŋ | Linguist: kaniŋ
BPE: si i ŋ | Linguist: si i ŋ
BPE: maŋcwa ca | Linguist: maŋcwa ca
BPE: nna | Linguist: nna
BPE: eko | Linguist: eko
BPE: mina | Linguist: mina
BPE: wa ya | Linguist: wa ya
BPE: ka | Linguist: ka
BPE: khaʔla | Linguist: khaʔla
BPE: nhaŋa | Linguist: nhaŋa
BPE: ka ca | Linguist: ka ca
BPE: ka saŋ | Linguist: ka saŋ
BPE: eko | Linguist: eko
BPE: eko | Linguist: eko
BPE: ka | Linguist: ka
BPE: ŋkha | Linguist: ŋkha
BPE: sem saŋ | Linguist: sem saŋ
BPE: sem saŋ | Linguist: sem saŋ
BPE: bhoŋ | Linguist: bhoŋ
BPE: khaʔla | Linguist: khaʔla
BPE: phopciba le | Linguist: phopciba le
BPE: nna | Linguist: nna
BPE: phopciba | Linguist: phopciba
BPE: bhoŋ | Linguist: bhoŋ
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: nna | Linguist: nna
BPE: sa ya | Linguist: sa ya
BPE: thaŋ ma | Linguist: thaŋ ma
BPE: to | Linguist: to
BPE: khaʔla | Linguist: khaʔla
BPE: eko | Linguist: eko
BPE: hoŋ | Linguist: hoŋ
BPE: nhaŋa | Linguist: nhaŋa
BPE: phopciba | Linguist: phopciba
BPE: nna | Linguist: nna
BPE: bhoŋ | Linguist: bhoŋ
BPE: nna | Linguist: nna
BPE: so ŋ | Linguist: so ŋ
BPE: nna be go | Linguist: nna be go
BPE: phopciba ga | Linguist: phopciba ga
BPE: nna | Linguist: nna
BPE: ŋkha | Linguist: ŋkha
BPE: taŋ se | Linguist: taŋ se
BPE: bhoŋ | Linguist: bhoŋ
BPE: phopciba | Linguist: phopciba
BPE: nhaŋa | Linguist: nhaŋa
BPE: ka | Linguist: ka
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: mo | Linguist: mo
BPE: siŋ ga | Linguist: siŋ ga
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: phopciba ŋa | Linguist: phopciba ŋa
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: nhaŋa | Linguist: nhaŋa
BPE: a sa | Linguist: a sa
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: ka ca | Linguist: ka ca
BPE: phopciba | Linguist: phopciba
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: ka | Linguist: ka
BPE: yo | Linguist: yo
BPE: heʔne | Linguist: heʔne
BPE: bhoŋ | Linguist: bhoŋ
BPE: ka | Linguist: ka
BPE: nhaŋa | Linguist: nhaŋa
BPE: uŋci | Linguist: uŋci
BPE: ka | Linguist: ka
BPE: phopciba ca | Linguist: phopciba ca
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nhaŋa | Linguist: nhaŋa
BPE: ka | Linguist: ka
BPE: lu saŋ | Linguist: lu saŋ
BPE: ka | Linguist: ka
BPE: ma | Linguist: ma
BPE: na ci ga | Linguist: na ci ga
BPE: om | Linguist: om
BPE: khaʔla | Linguist: khaʔla
BPE: lu ya | Linguist: lu ya
BPE: leŋ ma hoŋ | Linguist: leŋ ma hoŋ
BPE: pyak | Linguist: pyak
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: ceʔya | Linguist: ceʔya
BPE: ka | Linguist: ka
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: ka | Linguist: ka
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: phopciba | Linguist: phopciba
BPE: eko | Linguist: eko
BPE: u ppa | Linguist: u ppa
BPE: ghak | Linguist: ghak
BPE: ŋkha | Linguist: ŋkha
BPE: ghak | Linguist: ghak
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: eko chen | Linguist: eko chen
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: i na | Linguist: i na
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: eko | Linguist: eko
BPE: luŋkhwak chen | Linguist: luŋkhwak chen
BPE: na go | Linguist: na go
BPE: nda | Linguist: nda
BPE: kheʔ ma | Linguist: kheʔ ma
BPE: na | Linguist: na
BPE: aniŋ ga ca | Linguist: aniŋ ga ca
BPE: na | Linguist: na
BPE: nhaŋto | Linguist: nhaŋto
BPE: na | Linguist: na
BPE: mamu ga | Linguist: mamu ga
BPE: na | Linguist: na
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: luŋkhwak maŋ | Linguist: luŋkhwak maŋ
BPE: bhoŋ | Linguist: bhoŋ
BPE: ta meʔ ma | Linguist: ta meʔ ma
BPE: bhoŋ | Linguist: bhoŋ
