BPE: kaniŋ | Linguist: kaniŋ
BPE: khe na | Linguist: khe na
BPE: yo na le | Linguist: yo na le
BPE: yo | Linguist: yo
BPE: to na | Linguist: to na
BPE: na | Linguist: na
BPE: mo na | Linguist: mo na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: mo na | Linguist: mo na
BPE: to na | Linguist: to na
BPE: na | Linguist: na
BPE: ghak | Linguist: ghak
BPE: ak ka i | Linguist: ak ka i
BPE: nhe | Linguist: nhe
BPE: s wa | Linguist: s wa
BPE: eko | Linguist: eko
BPE: ŋkha nuŋ | Linguist: ŋkha nuŋ
BPE: nhe | Linguist: nhe
BPE: khaʔla | Linguist: khaʔla
BPE: ka go | Linguist: ka go
BPE: bhoŋ | Linguist: bhoŋ
BPE: ka | Linguist: ka
BPE: bhoŋ | Linguist: bhoŋ
BPE: eko | Linguist: eko
BPE: i ʔlo | Linguist: i ʔlo
BPE: nna | Linguist: nna
BPE: cok se | Linguist: cok se
BPE: sa | Linguist: sa
BPE: na | Linguist: na
BPE: heko ha | Linguist: heko ha
BPE: nda | Linguist: nda
BPE: nhe | Linguist: nhe
BPE: uŋ ma | Linguist: uŋ ma
BPE: eko | Linguist: eko
BPE: to | Linguist: to
BPE: yo | Linguist: yo
BPE: na | Linguist: na
BPE: nna | Linguist: nna
BPE: chimd u na | Linguist: chimd u na
BPE: chimd a ŋ | Linguist: chimd a ŋ
BPE: yapmi | Linguist: yapmi
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: khe i g ha | Linguist: khe i g ha
BPE: pi wa m na | Linguist: pi wa m na
BPE: ceʔya | Linguist: ceʔya
BPE: pi meʔ ka na | Linguist: pi meʔ ka na
BPE: a ppa | Linguist: a ppa
BPE: wa ya niŋa | Linguist: wa ya niŋa
BPE: kaniŋ | Linguist: kaniŋ
BPE: bhoŋ | Linguist: bhoŋ
BPE: nu yama na | Linguist: nu yama na
BPE: nda | Linguist: nda
BPE: nhe | Linguist: nhe
BPE: uŋ ma | Linguist: uŋ ma
BPE: nna | Linguist: nna
BPE: uŋ ŋa | Linguist: uŋ ŋa
BPE: pyak | Linguist: pyak
BPE: u sa | Linguist: u sa
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: nda | Linguist: nda
BPE: ca saŋ | Linguist: ca saŋ
BPE: pu saŋ | Linguist: pu saŋ
BPE: ik saŋ | Linguist: ik saŋ
BPE: ka | Linguist: ka
BPE: nda | Linguist: nda
BPE: khe i | Linguist: khe i
BPE: khe ci ŋ | Linguist: khe ci ŋ
BPE: uŋ u m | Linguist: uŋ u m
BPE: bhoŋ | Linguist: bhoŋ
BPE: nhe | Linguist: nhe
BPE: leŋ ni | Linguist: leŋ ni
BPE: ta ma | Linguist: ta ma
BPE: leŋ ni ba | Linguist: leŋ ni ba
BPE: ca ma | Linguist: ca ma
BPE: leŋ ni ba | Linguist: leŋ ni ba
BPE: ka ka | Linguist: ka ka
BPE: khaʔla | Linguist: khaʔla
BPE: nda | Linguist: nda
BPE: isa ga | Linguist: isa ga
BPE: ka ca | Linguist: ka ca
BPE: uŋci go | Linguist: uŋci go
BPE: mam ha | Linguist: mam ha
BPE: n sa | Linguist: n sa
BPE: sa ya ma | Linguist: sa ya ma
BPE: pyak | Linguist: pyak
BPE: ka | Linguist: ka
BPE: kaniŋ | Linguist: kaniŋ
BPE: nna | Linguist: nna
BPE: nna be | Linguist: nna be
BPE: nniŋ ga | Linguist: nniŋ ga
BPE: nda | Linguist: nda
BPE: ka | Linguist: ka
BPE: eko | Linguist: eko
BPE: uŋci nuŋ | Linguist: uŋci nuŋ
BPE: pyak | Linguist: pyak
BPE: yaŋ | Linguist: yaŋ
BPE: kaniŋ | Linguist: kaniŋ
BPE: wa i | Linguist: wa i
BPE: ka | Linguist: ka
BPE: i ha ca | Linguist: i ha ca
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: a niŋ | Linguist: a niŋ
BPE: uŋ ŋa | Linguist: uŋ ŋa
BPE: u ppa | Linguist: u ppa
BPE: a ya | Linguist: a ya
BPE: nda | Linguist: nda
BPE: eŋ ga | Linguist: eŋ ga
BPE: nda | Linguist: nda
BPE: eŋ ga | Linguist: eŋ ga
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: pyak | Linguist: pyak
BPE: ka | Linguist: ka
BPE: pyak | Linguist: pyak
BPE: saŋ | Linguist: saŋ
BPE: i | Linguist: i
BPE: ceʔya | Linguist: ceʔya
BPE: aniŋ ga | Linguist: aniŋ ga
BPE: yo | Linguist: yo
BPE: ka | Linguist: ka
BPE: ok se | Linguist: ok se
BPE: khe i ŋ | Linguist: khe i ŋ
BPE: kaniŋ | Linguist: kaniŋ
BPE: khe i ŋ | Linguist: khe i ŋ
BPE: nna | Linguist: nna
BPE: ta ma | Linguist: ta ma
BPE: sa ya | Linguist: sa ya
BPE: kaniŋ | Linguist: kaniŋ
BPE: ok saŋ | Linguist: ok saŋ
BPE: khe i niŋa | Linguist: khe i niŋa
BPE: pho ya | Linguist: pho ya
BPE: nna be | Linguist: nna be
BPE: kaniŋ | Linguist: kaniŋ
BPE: si i ŋ | Linguist: si i ŋ
BPE: nna | Linguist: nna
BPE: eko | Linguist: eko
BPE: wa ya | Linguist: wa ya
BPE: ka | Linguist: ka
BPE: khaʔla | Linguist: khaʔla
BPE: ci ha | Linguist: ci ha
BPE: ka ca | Linguist: ka ca
BPE: ka saŋ | Linguist: ka saŋ
BPE: eko | Linguist: eko
BPE: eko | Linguist: eko
BPE: ka | Linguist: ka
BPE: ŋkha | Linguist: ŋkha
BPE: bhoŋ | Linguist: bhoŋ
BPE: khaʔla | Linguist: khaʔla
BPE: nna | Linguist: nna
BPE: bhoŋ | Linguist: bhoŋ
BPE: nna | Linguist: nna
BPE: sa ya | Linguist: sa ya
BPE: to | Linguist: to
BPE: khaʔla | Linguist: khaʔla
BPE: eko | Linguist: eko
BPE: hoŋ | Linguist: hoŋ
BPE: nna | Linguist: nna
BPE: i ha le | Linguist: i ha le
BPE: bhoŋ | Linguist: bhoŋ
BPE: nna | Linguist: nna
BPE: so ŋ | Linguist: so ŋ
BPE: nna be go | Linguist: nna be go
BPE: nna | Linguist: nna
BPE: ŋkha | Linguist: ŋkha
BPE: bhoŋ | Linguist: bhoŋ
BPE: ok saŋ | Linguist: ok saŋ
BPE: ka | Linguist: ka
BPE: uŋ ma ga | Linguist: uŋ ma ga
BPE: ka | Linguist: ka
BPE: heko na | Linguist: heko na
BPE: ka | Linguist: ka
BPE: ok ma | Linguist: ok ma
BPE: ak ka | Linguist: ak ka
BPE: a sa | Linguist: a sa
BPE: ka ca | Linguist: ka ca
BPE: ka | Linguist: ka
BPE: i ha ca | Linguist: i ha ca
BPE: yo | Linguist: yo
BPE: bhoŋ | Linguist: bhoŋ
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: ok saŋ | Linguist: ok saŋ
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ka | Linguist: ka
BPE: lu saŋ | Linguist: lu saŋ
BPE: ka | Linguist: ka
BPE: ma | Linguist: ma
BPE: na ci ga | Linguist: na ci ga
BPE: khaʔla | Linguist: khaʔla
BPE: lu ya | Linguist: lu ya
BPE: leŋ ma hoŋ | Linguist: leŋ ma hoŋ
BPE: pyak | Linguist: pyak
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: ceʔya | Linguist: ceʔya
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: eko | Linguist: eko
BPE: ta ya ma | Linguist: ta ya ma
BPE: u ppa | Linguist: u ppa
BPE: ghak | Linguist: ghak
BPE: ŋkha | Linguist: ŋkha
BPE: ghak | Linguist: ghak
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: i na | Linguist: i na
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: eko | Linguist: eko
BPE: na go | Linguist: na go
BPE: nda | Linguist: nda
BPE: kheʔ ma | Linguist: kheʔ ma
BPE: na | Linguist: na
BPE: aniŋ ga ca | Linguist: aniŋ ga ca
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: bhoŋ | Linguist: bhoŋ
BPE: ta meʔ ma | Linguist: ta meʔ ma
BPE: bhoŋ | Linguist: bhoŋ
BPE: aniŋ ga ca | Linguist: aniŋ ga ca
BPE: n leŋ me n | Linguist: n leŋ me n
BPE: ŋga ca | Linguist: ŋga ca
BPE: n leŋ me n | Linguist: n leŋ me n
BPE: na | Linguist: na
BPE: i | Linguist: i
BPE: ka | Linguist: ka
BPE: ka ya ma | Linguist: ka ya ma
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ghak | Linguist: ghak
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko na ŋa | Linguist: heko na ŋa
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko na ŋa | Linguist: heko na ŋa
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko ha ci ŋa | Linguist: heko ha ci ŋa
BPE: ŋkha | Linguist: ŋkha
BPE: ghak | Linguist: ghak
BPE: yo | Linguist: yo
BPE: nna | Linguist: nna
BPE: tuk ma | Linguist: tuk ma
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: wa ci | Linguist: wa ci
BPE: wa ci | Linguist: wa ci
BPE: wa ci wa ci | Linguist: wa ci wa ci
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: to | Linguist: to
BPE: na | Linguist: na
BPE: heko ha ci ŋa | Linguist: heko ha ci ŋa
BPE: na | Linguist: na
BPE: mo na | Linguist: mo na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko ha | Linguist: heko ha
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ŋkha | Linguist: ŋkha
BPE: nna ga | Linguist: nna ga
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: kha | Linguist: kha
BPE: nna be | Linguist: nna be
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko | Linguist: eko
BPE: eko | Linguist: eko
BPE: ŋkha | Linguist: ŋkha
BPE: yo | Linguist: yo
BPE: nna | Linguist: nna
BPE: n l wa na | Linguist: n l wa na
BPE: eko | Linguist: eko
BPE: ghak | Linguist: ghak
BPE: nna | Linguist: nna
BPE: nna bhaŋ | Linguist: nna bhaŋ
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: i | Linguist: i
BPE: heko na | Linguist: heko na
BPE: nna be | Linguist: nna be
BPE: na | Linguist: na
BPE: l wa na | Linguist: l wa na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: i na | Linguist: i na
BPE: eko | Linguist: eko
BPE: nna | Linguist: nna
BPE: me leŋ le | Linguist: me leŋ le
BPE: to | Linguist: to
BPE: me leŋ le | Linguist: me leŋ le
BPE: ni ma | Linguist: ni ma
BPE: sa na | Linguist: sa na
BPE: na | Linguist: na
BPE: uk ka | Linguist: uk ka
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: wa ci | Linguist: wa ci
BPE: nna | Linguist: nna
BPE: n l wa na | Linguist: n l wa na
BPE: kheʔ ma | Linguist: kheʔ ma
