BPE: bertâg | Linguist: bertâg
BPE: uy | Linguist: uy
BPE: tir | Linguist: tir
BPE: ãr | Linguist: ãr
BPE: wây | Linguist: wây
BPE: mãr | Linguist: mãr
BPE: nâxpog | Linguist: nâxpog
BPE: rãm | Linguist: rãm
BPE: rʉ̃ʔ | Linguist: rʉ̃ʔ
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: rʉ̃ʔ | Linguist: rʉ̃ʔ
BPE: yoon | Linguist: yoon
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: rʉ̃ʔ | Linguist: rʉ̃ʔ
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: rʉ̃ʔ | Linguist: rʉ̃ʔ
BPE: dâw | Linguist: dâw
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: rãm | Linguist: rãm
BPE: cem | Linguist: cem
BPE: rid | Linguist: rid
BPE: yok | Linguist: yok
BPE: rũʔ | Linguist: rũʔ
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: yok | Linguist: yok
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: rũʔ | Linguist: rũʔ
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: yok | Linguist: yok
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: weed | Linguist: weed
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: weed | Linguist: weed
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: wap | Linguist: wap
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: rũʔ | Linguist: rũʔ
BPE: xaaylãs | Linguist: xaaylãs
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: ʔid | Linguist: ʔid
BPE: xaaylãs | Linguist: xaaylãs
BPE: cem | Linguist: cem
BPE: wap | Linguist: wap
BPE: cem | Linguist: cem
BPE: rũʔ | Linguist: rũʔ
BPE: rid | Linguist: rid
BPE: pis | Linguist: pis
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: rũʔ | Linguist: rũʔ
BPE: yẽw | Linguist: yẽw
BPE: rũʔ | Linguist: rũʔ
BPE: rũʔ | Linguist: rũʔ
BPE: têen | Linguist: têen
BPE: rãm | Linguist: rãm
BPE: rũʔ | Linguist: rũʔ
BPE: têen | Linguist: têen
BPE: têen | Linguist: têen
BPE: dâw | Linguist: dâw
BPE: rãm | Linguist: rãm
BPE: rũʔ | Linguist: rũʔ
BPE: rũ ẽr | Linguist: rũ ẽr
BPE: ʔabʉg | Linguist: ʔabʉg
BPE: kasãm | Linguist: kasãm
BPE: rũʔ | Linguist: rũʔ
BPE: mãr | Linguist: mãr
BPE: dâw | Linguist: dâw
BPE: rũʔ | Linguist: rũʔ
BPE: rãm | Linguist: rãm
BPE: weed | Linguist: weed
BPE: dâr | Linguist: dâr
BPE: rũʔ | Linguist: rũʔ
BPE: tir | Linguist: tir
BPE: wap | Linguist: wap
BPE: rid ʉ̃ʉy | Linguist: rid ʉ̃ʉy
BPE: weed | Linguist: weed
BPE: rũʔ | Linguist: rũʔ
BPE: mãr | Linguist: mãr
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: rũʔ | Linguist: rũʔ
BPE: ʔa | Linguist: ʔa
BPE: yãmxʉʔ | Linguist: yãmxʉʔ
BPE: dôoʔ | Linguist: dôoʔ
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔõt | Linguist: ʔõt
BPE: wʉʉd | Linguist: wʉʉd
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: yũt | Linguist: yũt
BPE: tuk | Linguist: tuk
BPE: wʉʉd | Linguist: wʉʉd
BPE: naap | Linguist: naap
BPE: cem | Linguist: cem
BPE: tir | Linguist: tir
BPE: weed | Linguist: weed
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: wʉʉd | Linguist: wʉʉd
BPE: naap | Linguist: naap
BPE: tir | Linguist: tir
BPE: yãm | Linguist: yãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: tas | Linguist: tas
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: tas | Linguist: tas
BPE: tuk | Linguist: tuk
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: dep | Linguist: dep
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: taw | Linguist: taw
BPE: peg | Linguist: peg
BPE: pʉd | Linguist: pʉd
BPE: wʉʉd | Linguist: wʉʉd
BPE: top | Linguist: top
BPE: yẽw | Linguist: yẽw
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: pis | Linguist: pis
BPE: wʉʉd | Linguist: wʉʉd
BPE: wéed | Linguist: wéed
BPE: wʉʉd | Linguist: wʉʉd
BPE: wéed | Linguist: wéed
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: dep | Linguist: dep
BPE: tuk | Linguist: tuk
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: taw | Linguist: taw
BPE: rid | Linguist: rid
BPE: ʔãr | Linguist: ʔãr
BPE: rãm ẽr | Linguist: rãm ẽr
BPE: wʉʉd | Linguist: wʉʉd
BPE: taw | Linguist: taw
BPE: rid | Linguist: rid
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: kasãm | Linguist: kasãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: kasãm | Linguist: kasãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: yok | Linguist: yok
BPE: wʉʉd | Linguist: wʉʉd
BPE: mʉg | Linguist: mʉg
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: bʉg | Linguist: bʉg
BPE: tir | Linguist: tir
BPE: ʔãr | Linguist: ʔãr
BPE: wĩnh | Linguist: wĩnh
BPE: wʉʉd | Linguist: wʉʉd
BPE: wʉʉd | Linguist: wʉʉd
BPE: nâx | Linguist: nâx
BPE: dâwtee | Linguist: dâwtee
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: xupwoc | Linguist: xupwoc
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wâayʔyar | Linguist: wâayʔyar
BPE: wʉʉd | Linguist: wʉʉd
BPE: yẽw | Linguist: yẽw
BPE: pʉd | Linguist: pʉd
BPE: rãm ãm | Linguist: rãm ãm
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: top | Linguist: top
BPE: tir | Linguist: tir
BPE: pʉd | Linguist: pʉd
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: tir | Linguist: tir
BPE: cem | Linguist: cem
BPE: rãm or | Linguist: rãm or
BPE: ʔid | Linguist: ʔid
BPE: ʔid | Linguist: ʔid
BPE: ʔõt | Linguist: ʔõt
BPE: rid | Linguist: rid
BPE: bertâg | Linguist: bertâg
BPE: cem | Linguist: cem
BPE: cem | Linguist: cem
BPE: bʉb | Linguist: bʉb
BPE: cem | Linguist: cem
BPE: top | Linguist: top
BPE: ʔãr | Linguist: ʔãr
BPE: po ãm | Linguist: po ãm
BPE: topyõr | Linguist: topyõr
BPE: dâwtee | Linguist: dâwtee
BPE: ʔãm | Linguist: ʔãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: nã | Linguist: nã
BPE: ʔãm | Linguist: ʔãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: nã | Linguist: nã
BPE: ʔãr | Linguist: ʔãr
BPE: mʉg | Linguist: mʉg
BPE: ʔãr | Linguist: ʔãr
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: nã | Linguist: nã
BPE: teen | Linguist: teen
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: wéed | Linguist: wéed
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tuk | Linguist: tuk
BPE: tir | Linguist: tir
BPE: peg | Linguist: peg
BPE: tir | Linguist: tir
BPE: rãm | Linguist: rãm
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: tir | Linguist: tir
BPE: kasãm | Linguist: kasãm
BPE: xâd | Linguist: xâd
BPE: dâr | Linguist: dâr
BPE: xâd | Linguist: xâd
BPE: lat | Linguist: lat
BPE: xâd | Linguist: xâd
BPE: ʔãr | Linguist: ʔãr
BPE: dâr | Linguist: dâr
BPE: lat | Linguist: lat
BPE: ʔãr | Linguist: ʔãr
BPE: xâd | Linguist: xâd
BPE: nâxpog | Linguist: nâxpog
BPE: ʔa | Linguist: ʔa
BPE: bertâg | Linguist: bertâg
BPE: ʔãr | Linguist: ʔãr
BPE: dâr | Linguist: dâr
BPE: pis | Linguist: pis
BPE: bertâg | Linguist: bertâg
BPE: kasãm | Linguist: kasãm
BPE: xâd | Linguist: xâd
BPE: dâwxut | Linguist: dâwxut
BPE: kasãm | Linguist: kasãm
BPE: xâd ãm | Linguist: xâd ãm
BPE: tir | Linguist: tir
BPE: dâr | Linguist: dâr
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: câk | Linguist: câk
BPE: xâd | Linguist: xâd
BPE: xâd | Linguist: xâd
BPE: xâd or | Linguist: xâd or
BPE: weed | Linguist: weed
BPE: weed | Linguist: weed
BPE: xâd or | Linguist: xâd or
BPE: câk | Linguist: câk
BPE: tir | Linguist: tir
BPE: xupwoc | Linguist: xupwoc
BPE: xâd | Linguist: xâd
BPE: dâwxut | Linguist: dâwxut
BPE: wĩnh | Linguist: wĩnh
BPE: xâd | Linguist: xâd
BPE: xâd | Linguist: xâd
BPE: tir | Linguist: tir
BPE: dâr | Linguist: dâr
BPE: ʔãr | Linguist: ʔãr
BPE: lôok | Linguist: lôok
BPE: yũt | Linguist: yũt
BPE: lat | Linguist: lat
BPE: lôok | Linguist: lôok
BPE: xâd | Linguist: xâd
BPE: lat | Linguist: lat
BPE: ʔãr | Linguist: ʔãr
BPE: lôok | Linguist: lôok
BPE: dâr | Linguist: dâr
BPE: tuu | Linguist: tuu
BPE: be | Linguist: be
BPE: lôok | Linguist: lôok
BPE: tuu | Linguist: tuu
BPE: be | Linguist: be
BPE: lôok | Linguist: lôok
BPE: dâr | Linguist: dâr
BPE: tuu | Linguist: tuu
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: xâd ẽr | Linguist: xâd ẽr
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: câk | Linguist: câk
BPE: xâd ẽr | Linguist: xâd ẽr
BPE: ʔãr | Linguist: ʔãr
BPE: câk | Linguist: câk
BPE: xâd | Linguist: xâd
BPE: yãm | Linguist: yãm
BPE: câk | Linguist: câk
BPE: dâr | Linguist: dâr
BPE: ʔãr | Linguist: ʔãr
BPE: dâr | Linguist: dâr
BPE: topyõr | Linguist: topyõr
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: topyõr | Linguist: topyõr
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: topyõr | Linguist: topyõr
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: topyõr | Linguist: topyõr
BPE: ʔãr | Linguist: ʔãr
BPE: têen | Linguist: têen
BPE: ʔãr | Linguist: ʔãr
BPE: xâd | Linguist: xâd
BPE: dôoʔ | Linguist: dôoʔ
BPE: xâd | Linguist: xâd
BPE: ʔweer | Linguist: ʔweer
BPE: uy | Linguist: uy
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: beey | Linguist: beey
BPE: dâwtee | Linguist: dâwtee
BPE: ʔõt | Linguist: ʔõt
BPE: beey | Linguist: beey
BPE: cem | Linguist: cem
BPE: kʉb | Linguist: kʉb
BPE: beey | Linguist: beey
BPE: cem | Linguist: cem
BPE: kʉb | Linguist: kʉb
BPE: cem | Linguist: cem
BPE: beey | Linguist: beey
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: beey | Linguist: beey
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: top | Linguist: top
BPE: yẽw | Linguist: yẽw
BPE: beey | Linguist: beey
BPE: ʔid | Linguist: ʔid
BPE: beey | Linguist: beey
BPE: ãr | Linguist: ãr
BPE: pis | Linguist: pis
BPE: ãa | Linguist: ãa
BPE: tâg | Linguist: tâg
BPE: dâwtee | Linguist: dâwtee
BPE: yũt | Linguist: yũt
BPE: tâg | Linguist: tâg
BPE: naap | Linguist: naap
BPE: ʔãr | Linguist: ʔãr
BPE: pis | Linguist: pis
BPE: ãa | Linguist: ãa
BPE: ʔweer | Linguist: ʔweer
BPE: dâwtee | Linguist: dâwtee
BPE: yũt | Linguist: yũt
BPE: ʔweer | Linguist: ʔweer
BPE: naap | Linguist: naap
BPE: cem | Linguist: cem
BPE: kʉb | Linguist: kʉb
BPE: tâg | Linguist: tâg
BPE: ʔãr | Linguist: ʔãr
BPE: tâg | Linguist: tâg
BPE: nâxpog | Linguist: nâxpog
BPE: dâwxut | Linguist: dâwxut
BPE: âg | Linguist: âg
BPE: tâg | Linguist: tâg
BPE: nâx | Linguist: nâx
BPE: dâwxut | Linguist: dâwxut
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: nâx | Linguist: nâx
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: tâg | Linguist: tâg
BPE: mʉg | Linguist: mʉg
BPE: tir | Linguist: tir
BPE: nê | Linguist: nê
BPE: ʔweer | Linguist: ʔweer
BPE: tâg | Linguist: tâg
BPE: ʔa | Linguist: ʔa
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: ʔweer | Linguist: ʔweer
BPE: tâg | Linguist: tâg
BPE: mʉg | Linguist: mʉg
BPE: tir | Linguist: tir
BPE: âg | Linguist: âg
BPE: tâg | Linguist: tâg
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: tâg | Linguist: tâg
BPE: nâx | Linguist: nâx
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: tâg | Linguist: tâg
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: tâg | Linguist: tâg
BPE: cem | Linguist: cem
BPE: tir | Linguist: tir
BPE: wâayʔyar | Linguist: wâayʔyar
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: wâayʔyar | Linguist: wâayʔyar
BPE: ʔweer | Linguist: ʔweer
BPE: dâwtee | Linguist: dâwtee
BPE: ʔõt | Linguist: ʔõt
BPE: ʔweer | Linguist: ʔweer
BPE: dâwxut | Linguist: dâwxut
BPE: wĩnh | Linguist: wĩnh
BPE: tâg | Linguist: tâg
BPE: dâwxut | Linguist: dâwxut
BPE: wĩnh | Linguist: wĩnh
BPE: ʔweer | Linguist: ʔweer
BPE: ʔãr | Linguist: ʔãr
BPE: pis | Linguist: pis
BPE: ʔãr | Linguist: ʔãr
BPE: âg | Linguist: âg
BPE: tâg | Linguist: tâg
BPE: ʔãr | Linguist: ʔãr
BPE: pis | Linguist: pis
BPE: ʔãr | Linguist: ʔãr
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: rid | Linguist: rid
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: peg | Linguist: peg
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: pis | Linguist: pis
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: ʔweer | Linguist: ʔweer
BPE: ʔãr | Linguist: ʔãr
BPE: rẽk | Linguist: rẽk
BPE: ʔweer | Linguist: ʔweer
BPE: ʔãr | Linguist: ʔãr
BPE: rẽk | Linguist: rẽk
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: yar | Linguist: yar
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: wéed | Linguist: wéed
BPE: tir | Linguist: tir
BPE: bertâg | Linguist: bertâg
BPE: pis | Linguist: pis
BPE: ʔweer | Linguist: ʔweer
BPE: bertâg | Linguist: bertâg
BPE: pis | Linguist: pis
BPE: cem | Linguist: cem
BPE: kʉb | Linguist: kʉb
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: kʉb | Linguist: kʉb
BPE: dâwʔãy | Linguist: dâwʔãy
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: yow | Linguist: yow
BPE: dâwʔãy | Linguist: dâwʔãy
BPE: wĩnh | Linguist: wĩnh
BPE: yow | Linguist: yow
BPE: dâwʔãy | Linguist: dâwʔãy
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: dâwtee | Linguist: dâwtee
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: yũt | Linguist: yũt
BPE: yow | Linguist: yow
BPE: naap | Linguist: naap
BPE: dâwʔãy | Linguist: dâwʔãy
BPE: yow | Linguist: yow
BPE: dâwʔãy | Linguist: dâwʔãy
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: yũt | Linguist: yũt
BPE: yũt | Linguist: yũt
BPE: tir | Linguist: tir
BPE: nê | Linguist: nê
BPE: rũʔ | Linguist: rũʔ
BPE: cem | Linguist: cem
BPE: tir | Linguist: tir
BPE: rũʔ | Linguist: rũʔ
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: rʉ̃ʔ | Linguist: rʉ̃ʔ
BPE: top | Linguist: top
BPE: tir | Linguist: tir
BPE: weed | Linguist: weed
BPE: yũt | Linguist: yũt
BPE: yoon | Linguist: yoon
BPE: tir | Linguist: tir
BPE: weed | Linguist: weed
BPE: rũʔ | Linguist: rũʔ
BPE: yoon | Linguist: yoon
BPE: tir | Linguist: tir
BPE: dôoʔ | Linguist: dôoʔ
BPE: wʉʉd | Linguist: wʉʉd
BPE: nã | Linguist: nã
BPE: xâd | Linguist: xâd
BPE: tir | Linguist: tir
BPE: dôoʔ | Linguist: dôoʔ
BPE: pis | Linguist: pis
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: dôoʔ | Linguist: dôoʔ
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: dâwtee | Linguist: dâwtee
BPE: tir | Linguist: tir
BPE: yũt | Linguist: yũt
BPE: ʔweer | Linguist: ʔweer
BPE: naap | Linguist: naap
BPE: beey | Linguist: beey
BPE: tir | Linguist: tir
BPE: beey | Linguist: beey
BPE: dôoʔ | Linguist: dôoʔ
BPE: dâr | Linguist: dâr
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: cem | Linguist: cem
BPE: kʉb | Linguist: kʉb
BPE: ʔabʉg | Linguist: ʔabʉg
BPE: yãmxʉʔ | Linguist: yãmxʉʔ
BPE: beey | Linguist: beey
BPE: beey | Linguist: beey
BPE: yar | Linguist: yar
BPE: ʔabʉg | Linguist: ʔabʉg
BPE: beey | Linguist: beey
BPE: rid | Linguist: rid
BPE: bʉg | Linguist: bʉg
BPE: dâw | Linguist: dâw
BPE: dâr | Linguist: dâr
BPE: rid rid ʉ̃ʉy | Linguist: rid rid ʉ̃ʉy
BPE: rid | Linguist: rid
BPE: tâg | Linguist: tâg
BPE: ʔid | Linguist: ʔid
BPE: ãa | Linguist: ãa
BPE: xâd | Linguist: xâd
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: wap | Linguist: wap
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: dep | Linguist: dep
BPE: ʔãr | Linguist: ʔãr
BPE: rẽk | Linguist: rẽk
BPE: yow | Linguist: yow
BPE: teen | Linguist: teen
BPE: ʔãr | Linguist: ʔãr
BPE: âg | Linguist: âg
BPE: rẽk | Linguist: rẽk
BPE: yow | Linguist: yow
BPE: teen | Linguist: teen
BPE: ʔãr | Linguist: ʔãr
BPE: tuk | Linguist: tuk
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: yũt | Linguist: yũt
BPE: yow | Linguist: yow
BPE: be | Linguist: be
BPE: tas | Linguist: tas
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: cem | Linguist: cem
BPE: yow | Linguist: yow
BPE: top | Linguist: top
BPE: yẽw | Linguist: yẽw
BPE: yow | Linguist: yow
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: yow | Linguist: yow
BPE: nâxpog | Linguist: nâxpog
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
BPE: nã | Linguist: nã
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
