BPE: bertâg | Linguist: bertâg
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: rãm | Linguist: rãm
BPE: cem | Linguist: cem
BPE: rid | Linguist: rid
BPE: yok | Linguist: yok
BPE: rũʔ | Linguist: rũʔ
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: yok | Linguist: yok
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: rũʔ | Linguist: rũʔ
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok ẽr | Linguist: yok ẽr
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: yok | Linguist: yok
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: bʉb | Linguist: bʉb
BPE: rid | Linguist: rid
BPE: weed | Linguist: weed
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: weed | Linguist: weed
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: wap | Linguist: wap
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: rũʔ | Linguist: rũʔ
BPE: xaaylãs | Linguist: xaaylãs
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: ʔid | Linguist: ʔid
BPE: xaaylãs | Linguist: xaaylãs
BPE: cem | Linguist: cem
BPE: wap | Linguist: wap
BPE: cem | Linguist: cem
BPE: rũʔ | Linguist: rũʔ
BPE: rid | Linguist: rid
BPE: pis | Linguist: pis
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: yok | Linguist: yok
BPE: rũʔ | Linguist: rũʔ
BPE: rũʔ | Linguist: rũʔ
BPE: rũʔ | Linguist: rũʔ
BPE: rãm | Linguist: rãm
BPE: rũʔ | Linguist: rũʔ
BPE: rãm | Linguist: rãm
BPE: rũʔ | Linguist: rũʔ
BPE: rũ ẽr | Linguist: rũ ẽr
BPE: kasãm | Linguist: kasãm
BPE: rũʔ | Linguist: rũʔ
BPE: rũʔ | Linguist: rũʔ
BPE: rãm | Linguist: rãm
BPE: weed | Linguist: weed
BPE: dâr | Linguist: dâr
BPE: rũʔ | Linguist: rũʔ
BPE: tir | Linguist: tir
BPE: wap | Linguist: wap
BPE: weed | Linguist: weed
BPE: rũʔ | Linguist: rũʔ
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: rũʔ | Linguist: rũʔ
BPE: dôoʔ | Linguist: dôoʔ
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔa bʉg | Linguist: ʔa bʉg
BPE: wʉʉd | Linguist: wʉʉd
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: yũt | Linguist: yũt
BPE: wʉʉd | Linguist: wʉʉd
BPE: cem | Linguist: cem
BPE: tir | Linguist: tir
BPE: weed | Linguist: weed
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: wʉʉd | Linguist: wʉʉd
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: pis | Linguist: pis
BPE: wʉʉd | Linguist: wʉʉd
BPE: wʉʉd | Linguist: wʉʉd
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: rid | Linguist: rid
BPE: ʔãr | Linguist: ʔãr
BPE: wʉʉd | Linguist: wʉʉd
BPE: rid | Linguist: rid
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: kasãm | Linguist: kasãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: bertâg | Linguist: bertâg
BPE: kasãm | Linguist: kasãm
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: yok | Linguist: yok
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: bʉg | Linguist: bʉg
BPE: tir | Linguist: tir
BPE: ʔãr | Linguist: ʔãr
BPE: wʉʉd | Linguist: wʉʉd
BPE: wʉʉd | Linguist: wʉʉd
BPE: nâx | Linguist: nâx
BPE: dâwtee | Linguist: dâwtee
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: yok ãm | Linguist: yok ãm
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: tir | Linguist: tir
BPE: yok ẽr | Linguist: yok ẽr
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: tir | Linguist: tir
BPE: yok ãm | Linguist: yok ãm
BPE: cem | Linguist: cem
BPE: yok ãm | Linguist: yok ãm
BPE: ʔid | Linguist: ʔid
BPE: ʔid | Linguist: ʔid
BPE: rid | Linguist: rid
BPE: bertâg | Linguist: bertâg
BPE: cem | Linguist: cem
BPE: cem | Linguist: cem
BPE: bʉb | Linguist: bʉb
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: dâwtee | Linguist: dâwtee
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: nã | Linguist: nã
BPE: wʉʉd | Linguist: wʉʉd
BPE: dâwtee | Linguist: dâwtee
BPE: nã | Linguist: nã
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: nã | Linguist: nã
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: yok ẽr | Linguist: yok ẽr
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: rãm | Linguist: rãm
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: tir | Linguist: tir
BPE: yok ãm | Linguist: yok ãm
BPE: kasãm | Linguist: kasãm
BPE: xâd | Linguist: xâd
BPE: dâr | Linguist: dâr
BPE: ʔa bʉg | Linguist: ʔa bʉg
BPE: xâd | Linguist: xâd
BPE: xâd | Linguist: xâd
BPE: ʔãr | Linguist: ʔãr
BPE: dâr | Linguist: dâr
BPE: ʔãr | Linguist: ʔãr
BPE: xâd | Linguist: xâd
BPE: bertâg | Linguist: bertâg
BPE: ʔãr | Linguist: ʔãr
BPE: dâr | Linguist: dâr
BPE: pis | Linguist: pis
BPE: bertâg | Linguist: bertâg
BPE: kasãm | Linguist: kasãm
BPE: xâd | Linguist: xâd
BPE: kasãm | Linguist: kasãm
BPE: tir | Linguist: tir
BPE: dâr | Linguist: dâr
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: xâd | Linguist: xâd
BPE: weed | Linguist: weed
BPE: weed | Linguist: weed
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: xâd | Linguist: xâd
BPE: xâd | Linguist: xâd
BPE: tir | Linguist: tir
BPE: dâr | Linguist: dâr
BPE: ʔãr | Linguist: ʔãr
BPE: yũt | Linguist: yũt
BPE: xâd | Linguist: xâd
BPE: ʔãr | Linguist: ʔãr
BPE: dâr | Linguist: dâr
BPE: dâr | Linguist: dâr
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: rid | Linguist: rid
BPE: wap | Linguist: wap
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: xâd | Linguist: xâd
BPE: dâr | Linguist: dâr
BPE: ʔãr | Linguist: ʔãr
BPE: dâr | Linguist: dâr
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: xâd | Linguist: xâd
BPE: dôoʔ | Linguist: dôoʔ
BPE: xâd | Linguist: xâd
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: beey | Linguist: beey
BPE: dâwtee | Linguist: dâwtee
BPE: beey | Linguist: beey
BPE: cem | Linguist: cem
BPE: beey | Linguist: beey
BPE: cem | Linguist: cem
BPE: cem | Linguist: cem
BPE: beey | Linguist: beey
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: beey | Linguist: beey
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: beey | Linguist: beey
BPE: ʔid | Linguist: ʔid
BPE: beey | Linguist: beey
BPE: ãr | Linguist: ãr
BPE: pis | Linguist: pis
BPE: tâg | Linguist: tâg
BPE: dâwtee | Linguist: dâwtee
BPE: yũt | Linguist: yũt
BPE: tâg | Linguist: tâg
BPE: ʔãr | Linguist: ʔãr
BPE: pis | Linguist: pis
BPE: ʔweer | Linguist: ʔweer
BPE: dâwtee | Linguist: dâwtee
BPE: yũt | Linguist: yũt
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: tâg | Linguist: tâg
BPE: ʔãr | Linguist: ʔãr
BPE: tâg | Linguist: tâg
BPE: âg | Linguist: âg
BPE: tâg | Linguist: tâg
BPE: nâx | Linguist: nâx
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: nâx | Linguist: nâx
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: ʔweer | Linguist: ʔweer
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: yok | Linguist: yok
BPE: ʔweer | Linguist: ʔweer
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: âg | Linguist: âg
BPE: tâg | Linguist: tâg
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: nâx | Linguist: nâx
BPE: tir | Linguist: tir
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: tâg | Linguist: tâg
BPE: nâx | Linguist: nâx
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: tâg | Linguist: tâg
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: ʔãr | Linguist: ʔãr
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: tâg | Linguist: tâg
BPE: cem | Linguist: cem
BPE: tir | Linguist: tir
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: ʔweer | Linguist: ʔweer
BPE: dâwtee | Linguist: dâwtee
BPE: ʔweer | Linguist: ʔweer
BPE: tâg | Linguist: tâg
BPE: ʔweer | Linguist: ʔweer
BPE: ʔãr | Linguist: ʔãr
BPE: pis | Linguist: pis
BPE: ʔãr | Linguist: ʔãr
BPE: âg | Linguist: âg
BPE: tâg | Linguist: tâg
BPE: ʔãr | Linguist: ʔãr
BPE: pis | Linguist: pis
BPE: ʔãr | Linguist: ʔãr
BPE: âg | Linguist: âg
BPE: ʔweer | Linguist: ʔweer
BPE: rid | Linguist: rid
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: pis | Linguist: pis
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: ʔweer | Linguist: ʔweer
BPE: ʔãr | Linguist: ʔãr
BPE: ʔweer | Linguist: ʔweer
BPE: ʔãr | Linguist: ʔãr
BPE: tâg | Linguist: tâg
BPE: tir | Linguist: tir
BPE: ʔweer | Linguist: ʔweer
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: bertâg | Linguist: bertâg
BPE: pis | Linguist: pis
BPE: ʔweer | Linguist: ʔweer
BPE: bertâg | Linguist: bertâg
BPE: pis | Linguist: pis
BPE: cem | Linguist: cem
BPE: ʔweer | Linguist: ʔweer
BPE: cem | Linguist: cem
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: dâwtee | Linguist: dâwtee
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: yũt | Linguist: yũt
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: dâwtee | Linguist: dâwtee
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: yũt | Linguist: yũt
BPE: yũt | Linguist: yũt
BPE: tir | Linguist: tir
BPE: rũʔ | Linguist: rũʔ
BPE: cem | Linguist: cem
BPE: tir | Linguist: tir
BPE: rũʔ | Linguist: rũʔ
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: xâd | Linguist: xâd
BPE: tir | Linguist: tir
BPE: weed | Linguist: weed
BPE: yũt | Linguist: yũt
BPE: tir | Linguist: tir
BPE: weed | Linguist: weed
BPE: rũʔ | Linguist: rũʔ
BPE: tir | Linguist: tir
BPE: dôoʔ | Linguist: dôoʔ
BPE: wʉʉd | Linguist: wʉʉd
BPE: nã | Linguist: nã
BPE: xâd | Linguist: xâd
BPE: tir | Linguist: tir
BPE: dôoʔ | Linguist: dôoʔ
BPE: pis | Linguist: pis
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: dôoʔ | Linguist: dôoʔ
BPE: wʉʉd | Linguist: wʉʉd
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: dâwtee | Linguist: dâwtee
BPE: tir | Linguist: tir
BPE: yũt | Linguist: yũt
BPE: ʔweer | Linguist: ʔweer
BPE: beey | Linguist: beey
BPE: tir | Linguist: tir
BPE: beey | Linguist: beey
BPE: dôoʔ | Linguist: dôoʔ
BPE: dâr | Linguist: dâr
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: cem | Linguist: cem
BPE: beey | Linguist: beey
BPE: beey | Linguist: beey
BPE: beey | Linguist: beey
BPE: rid | Linguist: rid
BPE: bʉg | Linguist: bʉg
BPE: dâr | Linguist: dâr
BPE: rid | Linguist: rid
BPE: tâg | Linguist: tâg
BPE: ʔid | Linguist: ʔid
BPE: xâd | Linguist: xâd
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: wap | Linguist: wap
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: ʔãr | Linguist: ʔãr
BPE: yow | Linguist: yow
BPE: ʔãr | Linguist: ʔãr
BPE: âg | Linguist: âg
BPE: yow | Linguist: yow
BPE: ʔãr | Linguist: ʔãr
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: yũt | Linguist: yũt
BPE: yow | Linguist: yow
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: cem | Linguist: cem
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
BPE: nã | Linguist: nã
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
