BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: imujkaj | Linguist: imujkaj
BPE: mi | Linguist: mi
BPE: imujkaj | Linguist: imujkaj
BPE: oj | Linguist: oj
BPE: imujkaj | Linguist: imujkaj
BPE: ajte | Linguist: ajte
BPE: imujkaj | Linguist: imujkaj
BPE: mite | Linguist: mite
BPE: imujkaj | Linguist: imujkaj
BPE: ojte | Linguist: ojte
BPE: imujkaj | Linguist: imujkaj
BPE: mi | Linguist: mi
BPE: i | Linguist: i
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: ojte | Linguist: ojte
BPE: kuni | Linguist: kuni
BPE: ajte | Linguist: ajte
BPE: ajte | Linguist: ajte
BPE: mõ væ kỹj | Linguist: mõ væ kỹj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: æj | Linguist: æj
BPE: ajte | Linguist: ajte
BPE: ajte | Linguist: ajte
BPE: æj | Linguist: æj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: ajte | Linguist: ajte
BPE: opera | Linguist: opera
BPE: u | Linguist: u
BPE: oky | Linguist: oky
BPE: kani | Linguist: kani
BPE: oj | Linguist: oj
BPE: pja | Linguist: pja
BPE: e | Linguist: e
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
BPE: pja | Linguist: pja
BPE: pja | Linguist: pja
BPE: tũ kwæ | Linguist: tũ kwæ
BPE: kani | Linguist: kani
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
BPE: mu | Linguist: mu
BPE: õ e r | Linguist: õ e r
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: tyry õ ty | Linguist: tyry õ ty
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: atiti | Linguist: atiti
BPE: ajte | Linguist: ajte
BPE: kani | Linguist: kani
BPE: epykwã | Linguist: epykwã
BPE: tẽ | Linguist: tẽ
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: oj | Linguist: oj
BPE: ore | Linguist: ore
BPE: aj | Linguist: aj
BPE: vavo | Linguist: vavo
BPE: o | Linguist: o
BPE: ña | Linguist: ña
BPE: e | Linguist: e
BPE: vavo | Linguist: vavo
BPE: o | Linguist: o
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: tsuæ | Linguist: tsuæ
BPE: o | Linguist: o
BPE: ña | Linguist: ña
BPE: muj | Linguist: muj
BPE: tsuæ | Linguist: tsuæ
BPE: o | Linguist: o
BPE: oj | Linguist: oj
BPE: ivo | Linguist: ivo
BPE: o | Linguist: o
BPE: æj | Linguist: æj
BPE: opera | Linguist: opera
BPE: kwini | Linguist: kwini
BPE: u | Linguist: u
BPE: aj | Linguist: aj
BPE: mati | Linguist: mati
BPE: põ õ ti | Linguist: põ õ ti
BPE: aj | Linguist: aj
BPE: æky | Linguist: æky
BPE: aj | Linguist: aj
BPE: eremu | Linguist: eremu
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mati | Linguist: mati
BPE: oj | Linguist: oj
BPE: epykwã | Linguist: epykwã
BPE: aj | Linguist: aj
BPE: kuni | Linguist: kuni
BPE: itæ | Linguist: itæ
BPE: kuni | Linguist: kuni
BPE: itæ | Linguist: itæ
BPE: aj | Linguist: aj
BPE: itæ | Linguist: itæ
BPE: ajte | Linguist: ajte
BPE: tsero | Linguist: tsero
BPE: itæ | Linguist: itæ
BPE: aj | Linguist: aj
BPE: mike | Linguist: mike
BPE: itæ | Linguist: itæ
BPE: aki | Linguist: aki
BPE: aj | Linguist: aj
BPE: vyry o tu mu | Linguist: vyry o tu mu
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: opera | Linguist: opera
BPE: aj | Linguist: aj
BPE: pja | Linguist: pja
BPE: koro | Linguist: koro
BPE: ña | Linguist: ña
BPE: papa | Linguist: papa
BPE: pejake | Linguist: pejake
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: more | Linguist: more
BPE: pejake | Linguist: pejake
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: more | Linguist: more
BPE: na | Linguist: na
BPE: ũko | Linguist: ũko
BPE: uruã | Linguist: uruã
BPE: na | Linguist: na
BPE: ũko | Linguist: ũko
BPE: uruã | Linguist: uruã
BPE: nẽtoe | Linguist: nẽtoe
BPE: itevæ | Linguist: itevæ
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: i | Linguist: i
BPE: kani | Linguist: kani
BPE: ӡwãw | Linguist: ӡwãw
BPE: opera | Linguist: opera
BPE: tũvo | Linguist: tũvo
BPE: ña | Linguist: ña
BPE: iva | Linguist: iva
BPE: mũj | Linguist: mũj
BPE: ña | Linguist: ña
BPE: tsero | Linguist: tsero
BPE: atiti | Linguist: atiti
BPE: aj | Linguist: aj
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: e | Linguist: e
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: kani | Linguist: kani
BPE: ӡwãw | Linguist: ӡwãw
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: ævo | Linguist: ævo
BPE: aj | Linguist: aj
BPE: atiti | Linguist: atiti
BPE: mu | Linguist: mu
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: kwini | Linguist: kwini
BPE: po | Linguist: po
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: kwini | Linguist: kwini
BPE: po | Linguist: po
BPE: aj | Linguist: aj
BPE: mike | Linguist: mike
BPE: itæ | Linguist: itæ
BPE: aj | Linguist: aj
BPE: uræ | Linguist: uræ
BPE: kwini | Linguist: kwini
BPE: topi e | Linguist: topi e
BPE: opera | Linguist: opera
BPE: oj | Linguist: oj
BPE: tunemu | Linguist: tunemu
BPE: turo | Linguist: turo
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: e | Linguist: e
BPE: ava | Linguist: ava
BPE: aj | Linguist: aj
BPE: epykwã | Linguist: epykwã
BPE: aj | Linguist: aj
BPE: epykwã | Linguist: epykwã
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: mike | Linguist: mike
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: ava | Linguist: ava
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: jato | Linguist: jato
BPE: mũj | Linguist: mũj
BPE: ojo | Linguist: ojo
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: mike | Linguist: mike
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: itevæ | Linguist: itevæ
BPE: opera | Linguist: opera
BPE: aj | Linguist: aj
BPE: e | Linguist: e
BPE: aj | Linguist: aj
BPE: ara | Linguist: ara
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: kurakura | Linguist: kurakura
BPE: opera | Linguist: opera
BPE: tsinamaty | Linguist: tsinamaty
BPE: ajte | Linguist: ajte
BPE: aj | Linguist: aj
BPE: uko | Linguist: uko
BPE: uruã | Linguist: uruã
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: ajte | Linguist: ajte
BPE: kurakura | Linguist: kurakura
BPE: e | Linguist: e
BPE: ojo | Linguist: ojo
BPE: ævo | Linguist: ævo
BPE: ña | Linguist: ña
BPE: mi | Linguist: mi
BPE: pja | Linguist: pja
BPE: kani | Linguist: kani
BPE: ojo | Linguist: ojo
BPE: ña | Linguist: ña
BPE: muj | Linguist: muj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: ojo | Linguist: ojo
BPE: ævo | Linguist: ævo
BPE: mike | Linguist: mike
BPE: ava | Linguist: ava
BPE: jato | Linguist: jato
BPE: keke | Linguist: keke
BPE: ña | Linguist: ña
BPE: ype | Linguist: ype
BPE: ña | Linguist: ña
BPE: mapi | Linguist: mapi
BPE: rwa a | Linguist: rwa a
BPE: nã | Linguist: nã
BPE: rwa o | Linguist: rwa o
BPE: e | Linguist: e
BPE: ævo | Linguist: ævo
BPE: aj | Linguist: aj
BPE: e | Linguist: e
BPE: aj | Linguist: aj
BPE: ñoña | Linguist: ñoña
BPE: mi | Linguist: mi
BPE: kani | Linguist: kani
BPE: muj | Linguist: muj
BPE: ña | Linguist: ña
BPE: tsero | Linguist: tsero
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
BPE: pærætæ | Linguist: pærætæ
BPE: aj | Linguist: aj
BPE: pærætæ | Linguist: pærætæ
BPE: jũ tekwa | Linguist: jũ tekwa
BPE: jũ tekwa | Linguist: jũ tekwa
BPE: kũkoe | Linguist: kũkoe
BPE: oky | Linguist: oky
BPE: vyry tu | Linguist: vyry tu
BPE: aj | Linguist: aj
BPE: uj õ tu | Linguist: uj õ tu
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: ajte | Linguist: ajte
BPE: ajte | Linguist: ajte
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: kapeãw | Linguist: kapeãw
BPE: jato | Linguist: jato
BPE: atsoni | Linguist: atsoni
BPE: tepy ja ni | Linguist: tepy ja ni
BPE: iry | Linguist: iry
BPE: itevæ | Linguist: itevæ
BPE: iry | Linguist: iry
BPE: ty ja | Linguist: ty ja
BPE: kani | Linguist: kani
BPE: ty ja nu | Linguist: ty ja nu
BPE: itevæ | Linguist: itevæ
BPE: ty vo | Linguist: ty vo
BPE: ty ja | Linguist: ty ja
BPE: aj | Linguist: aj
BPE: tsere vo | Linguist: tsere vo
BPE: aj | Linguist: aj
BPE: kani | Linguist: kani
BPE: ojo | Linguist: ojo
BPE: mi | Linguist: mi
BPE: oroe tinu | Linguist: oroe tinu
BPE: topi e tinu | Linguist: topi e tinu
BPE: aj | Linguist: aj
BPE: i | Linguist: i
