BPE: aj | Linguist: aj
BPE: na | Linguist: na
BPE: mapi | Linguist: mapi
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: ojte | Linguist: ojte
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: oj | Linguist: oj
BPE: ajte | Linguist: ajte
BPE: mite | Linguist: mite
BPE: ojte | Linguist: ojte
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: ytse | Linguist: ytse
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: imujkaj | Linguist: imujkaj
BPE: mi | Linguist: mi
BPE: imujkaj | Linguist: imujkaj
BPE: oj | Linguist: oj
BPE: imujkaj | Linguist: imujkaj
BPE: ajte | Linguist: ajte
BPE: imujkaj | Linguist: imujkaj
BPE: mite | Linguist: mite
BPE: imujkaj | Linguist: imujkaj
BPE: ojte | Linguist: ojte
BPE: imujkaj | Linguist: imujkaj
BPE: mi | Linguist: mi
BPE: i | Linguist: i
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: ojte | Linguist: ojte
BPE: kuni | Linguist: kuni
BPE: ajte | Linguist: ajte
BPE: ajte | Linguist: ajte
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: æj | Linguist: æj
BPE: pwã | Linguist: pwã
BPE: ajte | Linguist: ajte
BPE: ajte | Linguist: ajte
BPE: æj | Linguist: æj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: ajte | Linguist: ajte
BPE: oti | Linguist: oti
BPE: opera | Linguist: opera
BPE: pyræ | Linguist: pyræ
BPE: u | Linguist: u
BPE: oky | Linguist: oky
BPE: kwaatsie | Linguist: kwaatsie
BPE: toro | Linguist: toro
BPE: kani | Linguist: kani
BPE: oj | Linguist: oj
BPE: pja | Linguist: pja
BPE: e | Linguist: e
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
BPE: pja | Linguist: pja
BPE: pja | Linguist: pja
BPE: kani | Linguist: kani
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
BPE: mu | Linguist: mu
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: jy | Linguist: jy
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: itsote | Linguist: itsote
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: atiti | Linguist: atiti
BPE: ajte | Linguist: ajte
BPE: kani | Linguist: kani
BPE: epykwã | Linguist: epykwã
BPE: ove | Linguist: ove
BPE: tẽ | Linguist: tẽ
BPE: aj | Linguist: aj
BPE: kometaw | Linguist: kometaw
BPE: oj | Linguist: oj
BPE: oj | Linguist: oj
BPE: ore | Linguist: ore
BPE: tyy | Linguist: tyy
BPE: aj | Linguist: aj
BPE: vavo | Linguist: vavo
BPE: o | Linguist: o
BPE: ña | Linguist: ña
BPE: e | Linguist: e
BPE: vavo | Linguist: vavo
BPE: o | Linguist: o
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: tsuæ | Linguist: tsuæ
BPE: o | Linguist: o
BPE: ña | Linguist: ña
BPE: muj | Linguist: muj
BPE: tsuæ | Linguist: tsuæ
BPE: o | Linguist: o
BPE: oj | Linguist: oj
BPE: ivo | Linguist: ivo
BPE: o | Linguist: o
BPE: ævjũ | Linguist: ævjũ
BPE: irãw | Linguist: irãw
BPE: tipy | Linguist: tipy
BPE: æj | Linguist: æj
BPE: opera | Linguist: opera
BPE: ñukwæ135 | Linguist: ñukwæ135
BPE: kwini | Linguist: kwini
BPE: u | Linguist: u
BPE: aj | Linguist: aj
BPE: mati | Linguist: mati
BPE: aj | Linguist: aj
BPE: æky | Linguist: æky
BPE: aj | Linguist: aj
BPE: eremu | Linguist: eremu
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mati | Linguist: mati
BPE: tõtõ | Linguist: tõtõ
BPE: oj | Linguist: oj
BPE: epykwã | Linguist: epykwã
BPE: aj | Linguist: aj
BPE: kuni | Linguist: kuni
BPE: itæ | Linguist: itæ
BPE: kãpore | Linguist: kãpore
BPE: kuni | Linguist: kuni
BPE: itæ | Linguist: itæ
BPE: aj | Linguist: aj
BPE: itæ | Linguist: itæ
BPE: ajte | Linguist: ajte
BPE: tsero | Linguist: tsero
BPE: itæ | Linguist: itæ
BPE: aj | Linguist: aj
BPE: mike | Linguist: mike
BPE: itæ | Linguist: itæ
BPE: aki | Linguist: aki
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: kore | Linguist: kore
BPE: opera | Linguist: opera
BPE: aj | Linguist: aj
BPE: pja | Linguist: pja
BPE: koro | Linguist: koro
BPE: ña | Linguist: ña
BPE: papa | Linguist: papa
BPE: pejake | Linguist: pejake
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: more | Linguist: more
BPE: pejake | Linguist: pejake
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: more | Linguist: more
BPE: na | Linguist: na
BPE: minake | Linguist: minake
BPE: ũko | Linguist: ũko
BPE: uruã | Linguist: uruã
BPE: na | Linguist: na
BPE: minake | Linguist: minake
BPE: ũko | Linguist: ũko
BPE: uruã | Linguist: uruã
BPE: nẽtoe | Linguist: nẽtoe
BPE: itevæ | Linguist: itevæ
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: matoko | Linguist: matoko
BPE: i | Linguist: i
BPE: kani | Linguist: kani
BPE: nuvæ | Linguist: nuvæ
BPE: ӡwãw | Linguist: ӡwãw
BPE: kununu | Linguist: kununu
BPE: opera | Linguist: opera
BPE: tũvo | Linguist: tũvo
BPE: kãpore | Linguist: kãpore
BPE: ña | Linguist: ña
BPE: iva | Linguist: iva
BPE: mũj | Linguist: mũj
BPE: ña | Linguist: ña
BPE: tsero | Linguist: tsero
BPE: uj | Linguist: uj
BPE: atiti | Linguist: atiti
BPE: tũkỹ | Linguist: tũkỹ
BPE: vururu | Linguist: vururu
BPE: itsaj | Linguist: itsaj
BPE: aj | Linguist: aj
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: e | Linguist: e
BPE: mi | Linguist: mi
BPE: aj | Linguist: aj
BPE: kani | Linguist: kani
BPE: ӡwãw | Linguist: ӡwãw
BPE: kwaatsiepæw | Linguist: kwaatsiepæw
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: ævo | Linguist: ævo
BPE: aj | Linguist: aj
BPE: atiti | Linguist: atiti
BPE: mu | Linguist: mu
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: kwini | Linguist: kwini
BPE: po | Linguist: po
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: kwini | Linguist: kwini
BPE: po | Linguist: po
BPE: aj | Linguist: aj
BPE: mike | Linguist: mike
BPE: itæ | Linguist: itæ
BPE: aj | Linguist: aj
BPE: uræ | Linguist: uræ
BPE: kwini | Linguist: kwini
BPE: væj | Linguist: væj
BPE: toro | Linguist: toro
BPE: urukutæ | Linguist: urukutæ
BPE: opje | Linguist: opje
BPE: opera | Linguist: opera
BPE: oj | Linguist: oj
BPE: tunemu | Linguist: tunemu
BPE: turo | Linguist: turo
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: e | Linguist: e
BPE: ava | Linguist: ava
BPE: aj | Linguist: aj
BPE: epykwã | Linguist: epykwã
BPE: aj | Linguist: aj
BPE: epykwã | Linguist: epykwã
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: mike | Linguist: mike
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: ava | Linguist: ava
BPE: aj | Linguist: aj
BPE: ña | Linguist: ña
BPE: jato | Linguist: jato
BPE: mũj | Linguist: mũj
BPE: ojo | Linguist: ojo
BPE: mũnaw | Linguist: mũnaw
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: mike | Linguist: mike
BPE: ña | Linguist: ña
BPE: kani | Linguist: kani
BPE: itevæ | Linguist: itevæ
BPE: opera | Linguist: opera
BPE: aj | Linguist: aj
BPE: e | Linguist: e
BPE: aj | Linguist: aj
BPE: ara | Linguist: ara
BPE: oj | Linguist: oj
BPE: aj | Linguist: aj
BPE: kurakura | Linguist: kurakura
BPE: opera | Linguist: opera
BPE: pura | Linguist: pura
BPE: tsinamaty | Linguist: tsinamaty
BPE: ajte | Linguist: ajte
BPE: aj | Linguist: aj
BPE: uko | Linguist: uko
BPE: uruã | Linguist: uruã
BPE: aj | Linguist: aj
BPE: oj | Linguist: oj
BPE: ajte | Linguist: ajte
BPE: kurakura | Linguist: kurakura
BPE: e | Linguist: e
BPE: ojo | Linguist: ojo
BPE: ævo | Linguist: ævo
BPE: ña | Linguist: ña
BPE: mi | Linguist: mi
BPE: pja | Linguist: pja
BPE: kani | Linguist: kani
BPE: ojo | Linguist: ojo
BPE: ña | Linguist: ña
BPE: muj | Linguist: muj
BPE: aj | Linguist: aj
BPE: aj | Linguist: aj
BPE: mi | Linguist: mi
BPE: ojo | Linguist: ojo
BPE: ævo | Linguist: ævo
BPE: mike | Linguist: mike
BPE: ava | Linguist: ava
BPE: jato | Linguist: jato
BPE: keke | Linguist: keke
BPE: ña | Linguist: ña
BPE: ype | Linguist: ype
BPE: ña | Linguist: ña
BPE: mapi | Linguist: mapi
BPE: nã | Linguist: nã
BPE: e | Linguist: e
BPE: ævo | Linguist: ævo
BPE: mo | Linguist: mo
BPE: aj | Linguist: aj
BPE: e | Linguist: e
BPE: aj | Linguist: aj
BPE: ñoña | Linguist: ñoña
BPE: mi | Linguist: mi
BPE: kani | Linguist: kani
BPE: muj | Linguist: muj
BPE: ña | Linguist: ña
BPE: tsero | Linguist: tsero
BPE: tove | Linguist: tove
BPE: e | Linguist: e
BPE: kani | Linguist: kani
BPE: kani | Linguist: kani
BPE: aj | Linguist: aj
