BPE: mũmũ | Linguist: mũmũ
BPE: ne | Linguist: ne
BPE: jepe | Linguist: jepe
BPE: mihijije | Linguist: mihijije
BPE: atʃaʔy | Linguist: atʃaʔy
BPE: he | Linguist: he
BPE: nũ | Linguist: nũ
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ajete | Linguist: ajete
BPE: pe | Linguist: pe
BPE: karu | Linguist: karu
BPE: imi | Linguist: imi
BPE: ne | Linguist: ne
BPE: tʃirima | Linguist: tʃirima
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: ne | Linguist: ne
BPE: yna | Linguist: yna
BPE: pe | Linguist: pe
BPE: eʔe | Linguist: eʔe
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: pitui | Linguist: pitui
BPE: he | Linguist: he
BPE: teje | Linguist: teje
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: kaʔarume | Linguist: kaʔarume
BPE: aʔy | Linguist: aʔy
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: rupe | Linguist: rupe
BPE: huamuje | Linguist: huamuje
BPE: huamuje | Linguist: huamuje
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: huamuje | Linguist: huamuje
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: tupaʔy | Linguist: tupaʔy
BPE: je | Linguist: je
BPE: pyda | Linguist: pyda
BPE: myde | Linguist: myde
BPE: eje | Linguist: eje
BPE: herĩ | Linguist: herĩ
BPE: pyda | Linguist: pyda
BPE: dydy | Linguist: dydy
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: he | Linguist: he
BPE: dydy | Linguist: dydy
BPE: te | Linguist: te
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: hame | Linguist: hame
BPE: meʔe | Linguist: meʔe
BPE: raʔa | Linguist: raʔa
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: hame | Linguist: hame
BPE: tupaʔĩ | Linguist: tupaʔĩ
BPE: ajete | Linguist: ajete
BPE: pẽ | Linguist: pẽ
BPE: ha | Linguist: ha
BPE: imi | Linguist: imi
BPE: pe | Linguist: pe
BPE: me | Linguist: me
BPE: arapuha | Linguist: arapuha
BPE: me | Linguist: me
BPE: tapyʔy | Linguist: tapyʔy
BPE: ne | Linguist: ne
BPE: me | Linguist: me
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: jepe | Linguist: jepe
BPE: kumeʔe | Linguist: kumeʔe
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: kaʔa | Linguist: kaʔa
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: erietʃi | Linguist: erietʃi
BPE: aʔy | Linguist: aʔy
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ajete | Linguist: ajete
BPE: ure | Linguist: ure
BPE: hetete | Linguist: hetete
BPE: madyʔa | Linguist: madyʔa
BPE: tĩ | Linguist: tĩ
BPE: imi | Linguist: imi
BPE: kumete | Linguist: kumete
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ta | Linguist: ta
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: pe | Linguist: pe
BPE: reʔe | Linguist: reʔe
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: reʔe | Linguist: reʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pawẽ | Linguist: pawẽ
BPE: netemeʔe | Linguist: netemeʔe
BPE: maka | Linguist: maka
BPE: eʔe | Linguist: eʔe
BPE: rupe | Linguist: rupe
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: madyʔa | Linguist: madyʔa
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: nivawdu | Linguist: nivawdu
BPE: puta | Linguist: puta
BPE: ku | Linguist: ku
BPE: erietʃi | Linguist: erietʃi
BPE: reʔe | Linguist: reʔe
BPE: eʔe | Linguist: eʔe
BPE: he | Linguist: he
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: dydy | Linguist: dydy
BPE: ure | Linguist: ure
BPE: aʔy | Linguist: aʔy
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: araraʔy | Linguist: araraʔy
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: padydy | Linguist: padydy
BPE: herĩha | Linguist: herĩha
BPE: ajuru | Linguist: ajuru
BPE: herĩha | Linguist: herĩha
BPE: ne | Linguist: ne
BPE: herĩha | Linguist: herĩha
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: herĩha | Linguist: herĩha
BPE: juriãnã | Linguist: juriãnã
BPE: herĩha | Linguist: herĩha
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: hana | Linguist: hana
BPE: he | Linguist: he
BPE: ruwĩ | Linguist: ruwĩ
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ika | Linguist: ika
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: rete | Linguist: rete
BPE: te | Linguist: te
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: pẽ | Linguist: pẽ
BPE: pyda | Linguist: pyda
BPE: ure | Linguist: ure
BPE: marakaja | Linguist: marakaja
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: he | Linguist: he
BPE: awa | Linguist: awa
BPE: pa | Linguist: pa
BPE: ku | Linguist: ku
BPE: awa | Linguist: awa
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: ihatʃĩ | Linguist: ihatʃĩ
BPE: awa | Linguist: awa
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: meʔe | Linguist: meʔe
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: raʔa | Linguist: raʔa
BPE: meʔe | Linguist: meʔe
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: pe | Linguist: pe
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ure | Linguist: ure
BPE: ne | Linguist: ne
BPE: myde | Linguist: myde
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: arapuha | Linguist: arapuha
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: reʔa | Linguist: reʔa
BPE: reʔa | Linguist: reʔa
BPE: reʔa | Linguist: reʔa
BPE: eʔe | Linguist: eʔe
BPE: rupetu | Linguist: rupetu
BPE: ʔa | Linguist: ʔa
BPE: rupetu | Linguist: rupetu
BPE: eʔe | Linguist: eʔe
BPE: rupe | Linguist: rupe
BPE: kumeʔe | Linguist: kumeʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: rupe | Linguist: rupe
BPE: he | Linguist: he
BPE: meʔe | Linguist: meʔe
BPE: rupe | Linguist: rupe
BPE: meʔe | Linguist: meʔe
BPE: pa | Linguist: pa
BPE: rupe | Linguist: rupe
BPE: rupe | Linguist: rupe
BPE: rupe | Linguist: rupe
BPE: wĩ | Linguist: wĩ
BPE: rupe | Linguist: rupe
BPE: ruʔu | Linguist: ruʔu
BPE: ku | Linguist: ku
BPE: pe | Linguist: pe
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ruwĩ | Linguist: ruwĩ
BPE: muruputa | Linguist: muruputa
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: ruwĩ | Linguist: ruwĩ
BPE: ne | Linguist: ne
BPE: ruwĩ | Linguist: ruwĩ
BPE: kumeʔe | Linguist: kumeʔe
BPE: ruwĩ | Linguist: ruwĩ
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: ruwĩ | Linguist: ruwĩ
BPE: kujĩ | Linguist: kujĩ
BPE: pina | Linguist: pina
BPE: ruwĩ | Linguist: ruwĩ
BPE: ruku | Linguist: ruku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ruku | Linguist: ruku
BPE: kumete | Linguist: kumete
BPE: he | Linguist: he
BPE: ruku | Linguist: ruku
BPE: herĩ | Linguist: herĩ
BPE: ruku | Linguist: ruku
BPE: uʔi | Linguist: uʔi
BPE: pawẽ | Linguist: pawẽ
BPE: ruku | Linguist: ruku
BPE: pyda | Linguist: pyda
BPE: eʔe | Linguist: eʔe
BPE: arakuri | Linguist: arakuri
BPE: pa | Linguist: pa
BPE: eʔe | Linguist: eʔe
BPE: te | Linguist: te
BPE: ku | Linguist: ku
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: eʔe | Linguist: eʔe
BPE: rupe | Linguist: rupe
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: amute | Linguist: amute
BPE: te | Linguist: te
BPE: ara | Linguist: ara
BPE: muhy | Linguist: muhy
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: amute | Linguist: amute
BPE: mẽ | Linguist: mẽ
BPE: amute | Linguist: amute
BPE: me | Linguist: me
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: amute | Linguist: amute
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: wĩ | Linguist: wĩ
BPE: ku | Linguist: ku
BPE: wĩ | Linguist: wĩ
BPE: madyʔa | Linguist: madyʔa
BPE: kujĩ | Linguist: kujĩ
BPE: wĩ | Linguist: wĩ
BPE: ku | Linguist: ku
BPE: ʔa | Linguist: ʔa
BPE: kumeʔe | Linguist: kumeʔe
BPE: wĩ | Linguist: wĩ
BPE: eʔe | Linguist: eʔe
BPE: wĩ | Linguist: wĩ
BPE: ku | Linguist: ku
BPE: api | Linguist: api
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: atʃitʃi | Linguist: atʃitʃi
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: miniju | Linguist: miniju
BPE: eʔe | Linguist: eʔe
BPE: ja | Linguist: ja
BPE: amute | Linguist: amute
BPE: tʃipẽ | Linguist: tʃipẽ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: tʃipẽ | Linguist: tʃipẽ
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: ure | Linguist: ure
BPE: mukũĵ | Linguist: mukũĵ
BPE: ure | Linguist: ure
BPE: mukũĵ | Linguist: mukũĵ
BPE: he | Linguist: he
BPE: tʃipẽmajy | Linguist: tʃipẽmajy
BPE: mukũĵmukũĵ | Linguist: mukũĵmukũĵ
BPE: ure | Linguist: ure
BPE: tʃipẽ | Linguist: tʃipẽ
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: tʃipẽ | Linguist: tʃipẽ
BPE: tʃipẽ | Linguist: tʃipẽ
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: dydy | Linguist: dydy
BPE: pawẽ | Linguist: pawẽ
BPE: pawẽ | Linguist: pawẽ
BPE: pawẽ | Linguist: pawẽ
BPE: pawĩ | Linguist: pawĩ
BPE: nete | Linguist: nete
BPE: meʔe | Linguist: meʔe
BPE: awytʃy | Linguist: awytʃy
BPE: he | Linguist: he
BPE: pawẽ | Linguist: pawẽ
BPE: pyda | Linguist: pyda
BPE: hetĩ | Linguist: hetĩ
BPE: tuha | Linguist: tuha
BPE: fahmasia | Linguist: fahmasia
BPE: tuha | Linguist: tuha
BPE: hetĩ | Linguist: hetĩ
BPE: nani | Linguist: nani
BPE: hetĩ | Linguist: hetĩ
BPE: rete | Linguist: rete
BPE: meʔe | Linguist: meʔe
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: ʔa | Linguist: ʔa
BPE: iwi | Linguist: iwi
BPE: yduhĩ | Linguist: yduhĩ
BPE: ja | Linguist: ja
BPE: ure | Linguist: ure
BPE: nyha | Linguist: nyha
BPE: he | Linguist: he
BPE: erietʃi | Linguist: erietʃi
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: meju | Linguist: meju
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: petini | Linguist: petini
BPE: meʔe | Linguist: meʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: petini | Linguist: petini
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pape | Linguist: pape
BPE: ure | Linguist: ure
BPE: jarutʃu | Linguist: jarutʃu
BPE: kaʔa | Linguist: kaʔa
BPE: paratu | Linguist: paratu
BPE: pe | Linguist: pe
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: tʃiriʔĩ | Linguist: tʃiriʔĩ
BPE: retemeʔe | Linguist: retemeʔe
BPE: ne | Linguist: ne
BPE: pẽ | Linguist: pẽ
BPE: retemeʔe | Linguist: retemeʔe
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: atamira | Linguist: atamira
BPE: maj | Linguist: maj
BPE: kumeʔe | Linguist: kumeʔe
BPE: aj | Linguist: aj
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: madyʔa | Linguist: madyʔa
BPE: i | Linguist: i
BPE: uʔi | Linguist: uʔi
BPE: iwira | Linguist: iwira
BPE: niete | Linguist: niete
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: tʃitʃeʔy | Linguist: tʃitʃeʔy
BPE: ku | Linguist: ku
BPE: wĩ | Linguist: wĩ
BPE: iwira | Linguist: iwira
BPE: ruwĩ | Linguist: ruwĩ
BPE: tena | Linguist: tena
BPE: ara | Linguist: ara
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: tupe | Linguist: tupe
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pe | Linguist: pe
BPE: awa | Linguist: awa
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: mĩhĩ | Linguist: mĩhĩ
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: awa | Linguist: awa
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: e | Linguist: e
BPE: pa | Linguist: pa
BPE: myde | Linguist: myde
BPE: tairuhu | Linguist: tairuhu
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: rupe | Linguist: rupe
BPE: rupe | Linguist: rupe
BPE: marakaja | Linguist: marakaja
BPE: kumeʔe | Linguist: kumeʔe
BPE: kujĩ | Linguist: kujĩ
BPE: ne | Linguist: ne
BPE: pẽ | Linguist: pẽ
BPE: myde | Linguist: myde
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: kujĩ | Linguist: kujĩ
BPE: ruwĩ | Linguist: ruwĩ
BPE: eʔe | Linguist: eʔe
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: rupe | Linguist: rupe
BPE: ku | Linguist: ku
BPE: pyda | Linguist: pyda
BPE: eʔe | Linguist: eʔe
BPE: rupe | Linguist: rupe
BPE: ku | Linguist: ku
BPE: tapyʔy | Linguist: tapyʔy
BPE: eʔe | Linguist: eʔe
BPE: rupe | Linguist: rupe
BPE: ku | Linguist: ku
BPE: madyʔa | Linguist: madyʔa
BPE: iwi | Linguist: iwi
BPE: reʔa | Linguist: reʔa
BPE: iwira | Linguist: iwira
BPE: reʔa | Linguist: reʔa
BPE: jetʃere | Linguist: jetʃere
BPE: ruwĩ | Linguist: ruwĩ
BPE: ne | Linguist: ne
BPE: pa | Linguist: pa
BPE: ruʔu | Linguist: ruʔu
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: ruʔu | Linguist: ruʔu
BPE: tʃipẽ | Linguist: tʃipẽ
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ne | Linguist: ne
BPE: mukũĵ | Linguist: mukũĵ
BPE: ure | Linguist: ure
BPE: hetĩ | Linguist: hetĩ
BPE: te | Linguist: te
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: juriãnã | Linguist: juriãnã
BPE: ku | Linguist: ku
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: pe | Linguist: pe
BPE: ku | Linguist: ku
BPE: wĩ | Linguist: wĩ
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: ja | Linguist: ja
BPE: ne | Linguist: ne
BPE: ha | Linguist: ha
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: pẽ | Linguist: pẽ
BPE: ha | Linguist: ha
BPE: maj | Linguist: maj
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: kujĩ | Linguist: kujĩ
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: tajruhu | Linguist: tajruhu
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: kumete | Linguist: kumete
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: mytu | Linguist: mytu
BPE: kumeʔe | Linguist: kumeʔe
BPE: ku | Linguist: ku
BPE: arapuha | Linguist: arapuha
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: takunere | Linguist: takunere
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: puta | Linguist: puta
BPE: he | Linguist: he
BPE: puta | Linguist: puta
BPE: puta | Linguist: puta
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: peti | Linguist: peti
BPE: ku | Linguist: ku
BPE: katʃe | Linguist: katʃe
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: katʃe | Linguist: katʃe
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pape | Linguist: pape
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pape | Linguist: pape
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: pape | Linguist: pape
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: tairuhu | Linguist: tairuhu
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: marakaja | Linguist: marakaja
BPE: ku | Linguist: ku
BPE: kumeʔe | Linguist: kumeʔe
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: tajahu | Linguist: tajahu
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: tairuhu | Linguist: tairuhu
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
